focus,entity_type,source
Moro reflex,disease,ADAM
Morphine overdose,disease,ADAM
Morquio syndrome,disease,ADAM
Morton neuroma,disease,ADAM
Mosaicism,disease,ADAM
Mouth and neck radiation - discharge,disease,ADAM
Mouth sores,disease,ADAM
Mouth ulcers,disease,ADAM
Mouthwash overdose,disease,ADAM
Movement - uncontrollable,disease,ADAM
Movement - uncontrolled or slow,disease,ADAM
Movement - uncoordinated,disease,ADAM
Movement - unpredictable or jerky,disease,ADAM
Moving a patient from bed to a wheelchair,disease,ADAM
MRI,disease,ADAM
MRI and low back pain,disease,ADAM
MRSA,disease,ADAM
Mucopolysaccharides,disease,ADAM
Mucormycosis,disease,ADAM
Mucosa,disease,ADAM
Mucous cyst,disease,ADAM
Multifocal atrial tachycardia,disease,ADAM
Multiple endocrine neoplasia (MEN) I,disease,ADAM
Multiple endocrine neoplasia (MEN) II,disease,ADAM
Multiple myeloma,disease,ADAM
Multiple sclerosis,disease,ADAM
Multiple sclerosis - discharge,disease,ADAM
Multiple sclerosis - resources,disease,ADAM
Multiple system atrophy,disease,ADAM
Multiple vitamin overdose,disease,ADAM
Mumps,disease,ADAM
Munchausen syndrome by proxy,disease,ADAM
Muscle aches,disease,ADAM
Muscle atrophy,disease,ADAM
Muscle biopsy,disease,ADAM
Muscle cramps,disease,ADAM
Muscle function loss,disease,ADAM
Muscle strain treatment,disease,ADAM
Muscle twitching,disease,ADAM
Muscular dystrophy,disease,ADAM
Muscular dystrophy - resources,disease,ADAM
Myasthenia gravis,disease,ADAM
Myasthenia gravis - resources,disease,ADAM
Mycobacterial culture,disease,ADAM
Mycoplasma pneumonia,disease,ADAM
Myelin,disease,ADAM
Myelofibrosis,disease,ADAM
Myelomeningocele,disease,ADAM
Myocardial biopsy,disease,ADAM
Myocardial contusion,disease,ADAM
Myocarditis,disease,ADAM
Myocarditis - pediatric,disease,ADAM
Myoglobin blood test,disease,ADAM
Myoglobin urine test,disease,ADAM
Myopathic changes,disease,ADAM
Myositis,disease,ADAM
Myotonia congenita,disease,ADAM
Myristica oil poisoning,disease,ADAM
Myths about drinking alcohol,disease,ADAM
Nabothian cyst,disease,ADAM
Nail abnormalities,disease,ADAM
Nail care for newborns,disease,ADAM
Nail injuries,disease,ADAM
Nail polish poisoning,disease,ADAM
Naphthalene poisoning,disease,ADAM
Naproxen sodium overdose,disease,ADAM
Narcissistic personality disorder,disease,ADAM
Narcolepsy,disease,ADAM
Nasal corticosteroid sprays,disease,ADAM
Nasal CPAP,disease,ADAM
Nasal endoscopy,disease,ADAM
Nasal flaring,disease,ADAM
Nasal fracture - aftercare,disease,ADAM
Nasal mucosal biopsy,disease,ADAM
Nasal polyps,disease,ADAM
Nasal septal hematoma,disease,ADAM
Nasogastric feeding tube,disease,ADAM
Nasopharyngeal culture,disease,ADAM
Natal teeth,disease,ADAM
Natural short sleeper,disease,ADAM
Nausea and acupressure,disease,ADAM
Nausea and vomiting - adults,disease,ADAM
Near drowning,disease,ADAM
Nearsightedness,disease,ADAM
Neck dissection,disease,ADAM
Neck dissection - discharge,disease,ADAM
Neck lump,disease,ADAM
Neck pain,disease,ADAM
Neck pain or spasms - self care,disease,ADAM
Neck x-ray,disease,ADAM
Necrosis,disease,ADAM
Necrotizing enterocolitis,disease,ADAM
Necrotizing granuloma,disease,ADAM
Necrotizing soft tissue infection,disease,ADAM
Necrotizing vasculitis,disease,ADAM
Neonatal abstinence syndrome,disease,ADAM
Neonatal conjunctivitis,disease,ADAM
Neonatal cystic fibrosis screening test,disease,ADAM
Neonatal hypothyroidism,disease,ADAM
Neonatal respiratory distress syndrome,disease,ADAM
Neonatal sepsis,disease,ADAM
Neonatal weight gain and nutrition,disease,ADAM
Neonate,disease,ADAM
Nephrocalcinosis,disease,ADAM
Nephrotic syndrome,disease,ADAM
Nerve biopsy,disease,ADAM
Nerve conduction velocity,disease,ADAM
Nerve damage from diabetes - self-care,disease,ADAM
Neuralgia,disease,ADAM
Neuroblastoma,disease,ADAM
Neurodegeneration with brain iron accumulation (NBIA),disease,ADAM
Neurofibromatosis 2,disease,ADAM
Neurofibromatosis-1,disease,ADAM
Neurogenic bladder,disease,ADAM
Neurologic deficit,disease,ADAM
Neuronal ceroid lipofuscinoses (NCLS),disease,ADAM
Neuropathy secondary to drugs,disease,ADAM
Neuroretinitis,disease,ADAM
Neuroretinitis - definition,disease,ADAM
Neurosarcoidosis,disease,ADAM
Neurosciences,disease,ADAM
Neurosyphilis,disease,ADAM
Neutropenia - infants,disease,ADAM
Nevoid basal cell carcinoma syndrome,disease,ADAM
Newborn head molding,disease,ADAM
Newborn jaundice,disease,ADAM
Newborn jaundice - discharge,disease,ADAM
Newborn jaundice - what to ask your doctor,disease,ADAM
Newborn screening tests,disease,ADAM
Niacin,disease,ADAM
Niacin for cholesterol,disease,ADAM
Nicotine and tobacco,disease,ADAM
Nicotine poisoning,disease,ADAM
Nicotine replacement therapy,disease,ADAM
NICU consultants and support staff,disease,ADAM
NICU staff,disease,ADAM
Niemann-Pick disease,disease,ADAM
Night terror,disease,ADAM
Nightmares,disease,ADAM
Nikolsky sign,disease,ADAM
Nipple discharge,disease,ADAM
Nitric acid poisoning,disease,ADAM
Nitroblue tetrazolium blood test,disease,ADAM
Nitroglycerin overdose,disease,ADAM
Nocardia infection,disease,ADAM
Noma,disease,ADAM
Non-Hodgkin lymphoma,disease,ADAM
Nonallergic rhinopathy,disease,ADAM
Noninvasive,disease,ADAM
Noonan syndrome,disease,ADAM
Normal growth and development,disease,ADAM
Normal pressure hydrocephalus,disease,ADAM
Norovirus - hospital,disease,ADAM
Norpramin overdose,disease,ADAM
Nose fracture,disease,ADAM
Nosebleed,disease,ADAM
Nuchal translucency test,disease,ADAM
Nuclear stress test,disease,ADAM
Nuclear ventriculography,disease,ADAM
Numbness and tingling,disease,ADAM
Nummular eczema,disease,ADAM
Nurse practitioner (NP),disease,ADAM
Nursemaids elbow,disease,ADAM
Nutrition and athletic performance,disease,ADAM
Nystagmus,disease,ADAM
Obesity,disease,ADAM
Obesity hypoventilation syndrome (OHS),disease,ADAM
Obesity in children,disease,ADAM
Obsessive-compulsive disorder,disease,ADAM
Obsessive-compulsive personality disorder,disease,ADAM
Obstructive sleep apnea - adults,disease,ADAM
Obstructive uropathy,disease,ADAM
Occupational asthma,disease,ADAM
Occupational hearing loss,disease,ADAM
Oculoplastic procedures,disease,ADAM
Oil-based paint poisoning,disease,ADAM
Oily hair,disease,ADAM
Oily skin,disease,ADAM
Oleander poisoning,disease,ADAM
Olivopontocerebellar atrophy,disease,ADAM
Omega-3 fats: Good for your heart,disease,ADAM
Omphalocele,disease,ADAM
Omphalocele repair,disease,ADAM
Online health information - what can you trust?,disease,ADAM
Open heart surgery,disease,ADAM
Open lung biopsy,disease,ADAM
Open pleural biopsy,disease,ADAM
Ophthalmoscopy,disease,ADAM
Opiate and opioid withdrawal,disease,ADAM
Opioid intoxication,disease,ADAM
Opisthotonos,disease,ADAM
Oppositional defiant disorder,disease,ADAM
Optic glioma,disease,ADAM
Optic nerve atrophy,disease,ADAM
Optic neuritis,disease,ADAM
Oral cancer,disease,ADAM
Oral hypoglycemics overdose,disease,ADAM
Oral mucositis,disease,ADAM
Orbit CT scan,disease,ADAM
Orbital cellulitis,disease,ADAM
Orbital pseudotumor,disease,ADAM
Orchitis,disease,ADAM
Organic brain syndrome,disease,ADAM
Orgasmic dysfunction,disease,ADAM
Oropharynx lesion biopsy,disease,ADAM
Orthopedic services,disease,ADAM
Osgood-Schlatter disease,disease,ADAM
Osler-Weber-Rendu syndrome,disease,ADAM
Osmolality - blood test,disease,ADAM
Osmolality urine test,disease,ADAM
Osmotic diuresis,disease,ADAM
Osmotic fragility test,disease,ADAM
Osteitis fibrosa,disease,ADAM
Osteoarthritis,disease,ADAM
Osteogenesis imperfecta,disease,ADAM
Osteomalacia,disease,ADAM
Osteomyelitis,disease,ADAM
Osteomyelitis - discharge,disease,ADAM
Osteonecrosis,disease,ADAM
Osteopenia - premature infants,disease,ADAM
Osteoporosis - overview,disease,ADAM
Osteosarcoma,disease,ADAM
Osteotomy of the knee,disease,ADAM
Ostomy - resources,disease,ADAM
Otitis,disease,ADAM
Otitis media with effusion,disease,ADAM
Otosclerosis,disease,ADAM
Outdoor fitness routine,disease,ADAM
Ovarian cancer,disease,ADAM
Ovarian cysts,disease,ADAM
Ovarian hyperstimulation syndrome,disease,ADAM
Ovarian hypofunction,disease,ADAM
Ovarian overproduction of androgens,disease,ADAM
Oven cleaner poisoning,disease,ADAM
Over-the-counter medicines,disease,ADAM
Over-the-counter pain relievers,disease,ADAM
Overcoming breastfeeding problems,disease,ADAM
Overcoming job stress,disease,ADAM
Overdose,disease,ADAM
Overweight,disease,ADAM
Ovulation home test,disease,ADAM
Oxalic acid poisoning,disease,ADAM
Oxazepam overdose,disease,ADAM
Oxygen safety,disease,ADAM
Oxygen therapy - infants,disease,ADAM
Ozena,disease,ADAM
Pagets disease of the bone,disease,ADAM
Pain and your emotions,disease,ADAM
Pain medications - narcotics,disease,ADAM
Painful menstrual periods,disease,ADAM
Painful swallowing,disease,ADAM
"Paint, lacquer, and varnish remover poisoning",disease,ADAM
Palatal myoclonus,disease,ADAM
Paleness,disease,ADAM
Palliative care - fear and anxiety,disease,ADAM
"Palliative care - fluid, food, and digestion",disease,ADAM
Palliative care - managing pain,disease,ADAM
Palliative care - shortness of breath,disease,ADAM
Palliative care - what the final days are like,disease,ADAM
Palpation,disease,ADAM
Palpebral slant - eye,disease,ADAM
PAM,disease,ADAM
Pancreas divisum,disease,ADAM
Pancreas transplant,disease,ADAM
Pancreatic abscess,disease,ADAM
Pancreatic cancer,disease,ADAM
Pancreatic islet cell tumor,disease,ADAM
Pancreatic pseudocyst,disease,ADAM
Pancreatitis - discharge,disease,ADAM
Panic disorder,disease,ADAM
Pantothenic acid and biotin,disease,ADAM
Pap test,disease,ADAM
Papule,disease,ADAM
Para-aminobenzoic acid,disease,ADAM
Paradichlorobenzene poisoning,disease,ADAM
Paraffin poisoning,disease,ADAM
Parainfluenza,disease,ADAM
Paranoid personality disorder,disease,ADAM
Paraphimosis,disease,ADAM
Parapneumonic pleural effusion,disease,ADAM
Paraquat poisoning,disease,ADAM
Parathyroid adenoma,disease,ADAM
Parathyroid biopsy,disease,ADAM
Parathyroid cancer,disease,ADAM
Parathyroid gland removal,disease,ADAM
Parathyroid hormone (PTH) blood test,disease,ADAM
Parathyroid hormone-related protein blood test,disease,ADAM
Parathyroid hyperplasia,disease,ADAM
Parinaud oculoglandular syndrome,disease,ADAM
Parkinson disease,disease,ADAM
Parkinson disease - discharge,disease,ADAM
Parkinson disease - resources,disease,ADAM
Paronychia,disease,ADAM
Paroxysmal cold hemoglobinuria (PCH),disease,ADAM
Paroxysmal nocturnal hemoglobinuria (PNH),disease,ADAM
Paroxysmal supraventricular tachycardia (PSVT),disease,ADAM
Partial (focal) seizure,disease,ADAM
Partial knee replacement,disease,ADAM
Partial thromboplastin time (PTT),disease,ADAM
Patches,disease,ADAM
Patent ductus arteriosus,disease,ADAM
Patent foramen ovale,disease,ADAM
Patent urachus repair,disease,ADAM
Pathological gambling,disease,ADAM
Patient portals - An online tool for your health,disease,ADAM
PBG urine test,disease,ADAM
Pectus carinatum,disease,ADAM
Pectus excavatum,disease,ADAM
Pectus excavatum - discharge,disease,ADAM
Pectus excavatum repair,disease,ADAM
Pediatric heart surgery,disease,ADAM
Pediatric heart surgery - discharge,disease,ADAM
Pediatric sleep apnea,disease,ADAM
Pedicle,disease,ADAM
PEG tube insertion - discharge,disease,ADAM
Pellagra,disease,ADAM
Pelvic (between the hips) radiation - discharge,disease,ADAM
Pelvic CT scan,disease,ADAM
Pelvic floor muscle training exercises,disease,ADAM
Pelvic inflammatory disease (PID),disease,ADAM
Pelvic inflammatory disease (PID) - aftercare,disease,ADAM
Pelvic laparoscopy,disease,ADAM
Pelvic ultrasound - abdominal,disease,ADAM
Pelvis MRI scan,disease,ADAM
Pelvis x-ray,disease,ADAM
Pemphigus vulgaris,disease,ADAM
Pencil erasers,disease,ADAM
Pencil swallowing,disease,ADAM
Penis,disease,ADAM
Penis care (uncircumcised),disease,ADAM
Penis pain,disease,ADAM
Pentazocine overdose,disease,ADAM
Pentobarbital overdose,disease,ADAM
Peppermint oil overdose,disease,ADAM
Peptic ulcer,disease,ADAM
Peptic ulcer disease - discharge,disease,ADAM
Percussion,disease,ADAM
Percutaneous transhepatic cholangiogram,disease,ADAM
Percutaneous urinary procedures,disease,ADAM
Percutaneous urinary procedures - discharge,disease,ADAM
Percutaneously inserted central catheter - infants,disease,ADAM
Periactin overdose,disease,ADAM
Perianal streptococcal cellulitis,disease,ADAM
Pericardial fluid culture,disease,ADAM
Pericardial fluid Gram stain,disease,ADAM
Pericardiocentesis,disease,ADAM
Pericarditis,disease,ADAM
Pericarditis - after heart attack,disease,ADAM
Pericarditis - constrictive,disease,ADAM
Perichondritis,disease,ADAM
Periodontitis,disease,ADAM
Perioral dermatitis,disease,ADAM
Periorbital cellulitis,disease,ADAM
Periosteum,disease,ADAM
Peripartum cardiomyopathy,disease,ADAM
Peripheral,disease,ADAM
Peripheral arterial line - infants,disease,ADAM
Peripheral artery bypass - leg,disease,ADAM
Peripheral artery bypass - leg - discharge,disease,ADAM
Peripheral artery disease - legs,disease,ADAM
Peripheral artery disease of the legs - self-care,disease,ADAM
Peripheral intravenous line - infants,disease,ADAM
Peripheral neuropathy,disease,ADAM
Peripherally inserted central catheter - dressing change,disease,ADAM
Peripherally inserted central catheter - flushing,disease,ADAM
Peripherally inserted central catheter - insertion,disease,ADAM
Perirenal abscess,disease,ADAM
Peristalsis,disease,ADAM
Peritoneal fluid analysis,disease,ADAM
Peritoneal fluid culture,disease,ADAM
Peritonitis,disease,ADAM
Peritonitis - secondary,disease,ADAM
Peritonitis - spontaneous,disease,ADAM
Peritonsillar abscess,disease,ADAM
Periventricular leukomalacia,disease,ADAM
Pernicious anemia,disease,ADAM
Persistent depressive disorder,disease,ADAM
Personal protective equipment,disease,ADAM
Personality disorders,disease,ADAM
Pertussis,disease,ADAM
Pesticides,disease,ADAM
Pesticides on fruits and vegetables,disease,ADAM
PET scan,disease,ADAM
Petroleum jelly overdose,disease,ADAM
Petrositis,disease,ADAM
Pets and the immunocompromised person,disease,ADAM
Peutz-Jeghers syndrome,disease,ADAM
Phantom limb pain,disease,ADAM
Pharyngitis - sore throat,disease,ADAM
Pharyngitis - viral,disease,ADAM
Pharyngomaxillary space abscess,disease,ADAM
Phencyclidine overdose,disease,ADAM
Phenindamine overdose,disease,ADAM
Pheniramine overdose,disease,ADAM
Phenobarbital overdose,disease,ADAM
Phenothiazine overdose,disease,ADAM
Phenylketonuria,disease,ADAM
Phenytoin overdose,disease,ADAM
Pheochromocytoma,disease,ADAM
Philodendron poisoning,disease,ADAM
Phlegmasia cerulea dolens,disease,ADAM
Phobia - simple/specific,disease,ADAM
Phonological disorder,disease,ADAM
Phosphorus blood test,disease,ADAM
Phosphorus in diet,disease,ADAM
Photodynamic therapy for cancer,disease,ADAM
Photographic fixative poisoning,disease,ADAM
Photophobia,disease,ADAM
Physical activity,disease,ADAM
Physical exam frequency,disease,ADAM
Physical examination,disease,ADAM
Physical medicine and rehabilitation,disease,ADAM
Physician Assistant profession (PA),disease,ADAM
Pica,disease,ADAM
Pick disease,disease,ADAM
Pierre Robin syndrome,disease,ADAM
Pilonidal cyst resection,disease,ADAM
Pilonidal dimple,disease,ADAM
Pin care,disease,ADAM
Pine oil poisoning,disease,ADAM
Pinguecula,disease,ADAM
Pinna abnormalities and low-set ears,disease,ADAM
Pinworm test,disease,ADAM
Pinworms,disease,ADAM
Piperonyl butoxide with pyrethrins poisoning,disease,ADAM
Piriformis syndrome,disease,ADAM
Piroxicam overdose,disease,ADAM
Pituitary apoplexy,disease,ADAM
Pituitary tumor,disease,ADAM
Pityriasis alba,disease,ADAM
Pityriasis rosea,disease,ADAM
Pityriasis rubra pilaris,disease,ADAM
Placenta abruptio,disease,ADAM
Placenta previa,disease,ADAM
Placental insufficiency,disease,ADAM
Plague,disease,ADAM
Plant fertilizer poisoning,disease,ADAM
Plantar fasciitis,disease,ADAM
Plaque and tartar on teeth,disease,ADAM
Plasma amino acids,disease,ADAM
Plastic casting resin poisoning,disease,ADAM
Plastic resin hardener poisoning,disease,ADAM
Platelet aggregation test,disease,ADAM
Platelet count,disease,ADAM
Platelet-associated antibodies blood test,disease,ADAM
Plethysmography,disease,ADAM
Pleural effusion,disease,ADAM
Pleural fluid analysis,disease,ADAM
Pleural fluid culture,disease,ADAM
Pleural fluid Gram stain,disease,ADAM
Pleural fluid smear,disease,ADAM
Pleural needle biopsy,disease,ADAM
Pleurisy,disease,ADAM
Plummer-Vinson syndrome,disease,ADAM
Pneumococcal conjugate vaccine (PCV13) - What you need to know,disease,ADAM
Pneumococcal polysaccharide vaccine - what you need to know,disease,ADAM
Pneumocystis jiroveci pneumonia,disease,ADAM
Pneumomediastinum,disease,ADAM
Pneumonia - children - discharge,disease,ADAM
Pneumonia - adults - discharge,disease,ADAM
Pneumonia - adults (community acquired),disease,ADAM
Pneumonia - weakened immune system,disease,ADAM
Pneumothorax - infants,disease,ADAM
Poinsettia plant exposure,disease,ADAM
Point tenderness - abdomen,disease,ADAM
Poison control center - emergency number,disease,ADAM
Poison ivy - oak - sumac,disease,ADAM
Poison ivy - oak - sumac rash,disease,ADAM
Poisoning,disease,ADAM
Poisoning - fish and shellfish,disease,ADAM
Poisoning first aid,disease,ADAM
Pokeweed poisoning,disease,ADAM
Polio,disease,ADAM
Polio vaccine - what you need to know,disease,ADAM
Polyarteritis nodosa,disease,ADAM
Polychromatophilia,disease,ADAM
Polycystic kidney disease,disease,ADAM
Polycystic ovary syndrome,disease,ADAM
Polycythemia vera,disease,ADAM
Polydactyly,disease,ADAM
Polyhydramnios,disease,ADAM
Polymorphous light eruption,disease,ADAM
Polymyalgia rheumatica,disease,ADAM
Polymyositis - adult,disease,ADAM
Polysomnography,disease,ADAM
Porphyria,disease,ADAM
Porphyrins - blood test,disease,ADAM
Porphyrins - urine,disease,ADAM
Port-wine stain,disease,ADAM
Portacaval shunting,disease,ADAM
Portion size,disease,ADAM
Positioning your baby for breastfeeding,disease,ADAM
Post surgical pain treatment - adults,disease,ADAM
Post-splenectomy syndrome,disease,ADAM
Post-streptococcal glomerulonephritis (GN),disease,ADAM
Post-traumatic stress disorder,disease,ADAM
Posterior cruciate ligament (PCL) injury - aftercare,disease,ADAM
